,month,polygon_id,year,temperature,radiation,fpar,datetime
0,1,1,2010,29.55199324845682,14981109.601388888,89.71793981481481,2010-01-01
1,1,1,2011,29.48969011264363,16108871.43904158,89.07423067888183,2011-01-01
2,1,1,2012,29.57381609195405,14081010.045320198,88.86206896551724,2012-01-01
3,1,1,2013,29.696767443480717,13852968.141916607,89.32321385028041,2013-01-01
4,1,1,2014,29.01058432900436,14229912.561818182,88.8869696969697,2014-01-01
5,1,1,2015,28.251253968253998,11276252.438095238,87.7547619047619,2015-01-01
6,1,1,2016,29.26718097974825,16254894.05862069,87.84655172413792,2016-01-01
7,1,1,2017,29.073548277535206,14021129.484716156,89.63609898107714,2017-01-01
8,1,1,2018,28.924408720456427,13455053.579462104,88.45619396903017,2018-01-01
9,1,1,2019,28.525118397085638,12338305.524590164,88.19672131147541,2019-01-01
10,1,1,2020,30.19919650398255,15328349.353107344,89.49387947269302,2020-01-01
11,1,1,2021,29.7559169199595,13562362.08662614,88.53381458966565,2021-01-01
12,1,1,2022,28.78933319921911,17422705.488627452,89.96666666666667,2022-01-01
13,1,2,2010,29.69539929236865,15452432.954328561,87.45927062031356,2010-01-01
14,1,2,2011,28.576761152089947,13611877.867228663,89.27449947312961,2011-01-01
15,1,2,2012,29.42211574952565,13143223.407969639,87.89642631246046,2012-01-01
16,1,2,2013,28.81375092798815,13638052.498886414,87.24239049740164,2013-01-01
17,1,2,2014,29.55145295202955,13695771.27490775,87.78444034440344,2014-01-01
18,1,2,2015,29.54608921671938,13013320.389884088,88.13698630136986,2015-01-01
19,1,2,2016,29.34614867898917,16735435.5,87.84210526315789,2016-01-01
20,1,2,2017,29.428698672911818,13583365.234192038,87.06381733021077,2017-01-01
21,1,2,2018,29.92390780141847,14656511.83718779,88.87981806968855,2018-01-01
22,1,2,2019,29.300143523502005,13448436.594187299,88.65034086831719,2019-01-01
23,1,2,2020,28.72176327924096,15176293.437616387,87.01295779019243,2020-01-01
24,1,2,2021,29.138074712643707,14683506.399425287,86.67169540229885,2021-01-01
25,1,2,2022,28.297942903535837,15781954.51078636,88.7667594525632,2022-01-01
